,sex,income
5775,male,
5776,female,
5777,female,
5778,female,180.0
5779,male,
5780,male,
5781,male,358.0
5782,male,
5783,female,451.0
5784,male,
5785,female,
5786,male,215.0
5787,female,
5788,female,
5789,male,
5790,female,
5791,male,579.0
5792,female,
5793,female,15.0
5794,female,
5795,female,
5796,male,
5797,male,341.0
5798,female,234.0
5799,male,
5800,female,
5801,female,
5802,male,
5803,male,
5804,female,
5805,female,258.0
5806,male,
5807,female,
5808,male,
5809,female,
5810,male,
5811,male,
5812,female,
5813,female,15.0
5814,male,237.0
5815,male,
5816,female,
5817,female,192.0
5818,female,75.0
5819,male,
5820,female,
5821,male,250.0
5822,male,
5823,female,
5824,male,260.0
5825,female,127.0
5826,female,
5827,female,
5828,male,
5829,male,507.0
5830,female,420.0
5831,male,
5832,female,
5833,female,
5834,female,
5835,male,
5836,female,
5837,female,153.0
5838,female,
5839,female,
5840,male,
5841,female,
5842,male,250.0
5843,female,
5844,male,292.0
5845,male,150.0
5846,female,100.0
5847,female,
5848,male,
5849,female,
5850,male,
5851,female,
5852,female,179.0
5853,male,198.0
5854,female,228.0
5855,male,
5856,male,
5857,female,
5858,male,442.0
5859,female,313.0
5860,female,
5861,female,
5862,female,
5863,female,108.0
5864,male,
5865,male,167.0
5866,female,186.0
5867,male,487.0
5868,female,
5869,female,
5870,female,
5871,male,358.0
5872,male,
5873,female,
5874,female,
5875,male,350.0
5876,female,40.0
5877,female,
5878,female,
5879,male,457.0
5880,female,335.0
5881,female,
5882,female,
5883,female,
5884,female,
5885,male,200.0
5886,female,
5887,female,
5888,female,
5889,female,
5890,female,
5891,male,
5892,male,
5893,female,27.0
5894,male,
5895,female,73.0
5896,male,384.0
5897,female,
5898,female,170.0
5899,male,293.0
5900,male,
5901,male,409.0
5902,female,
5903,male,
5904,male,
5905,male,
5906,female,
5907,female,154.0
5908,male,273.0
5909,female,40.0
5910,female,417.0
5911,female,
5912,male,296.0
5913,male,
5914,male,339.0
5915,female,100.0
5916,female,200.0
5917,male,300.0
5918,female,
5919,female,
5920,female,
5921,male,
5922,female,120.0
5923,male,273.0
5924,female,279.0
5925,female,178.0
5926,female,213.0
5927,female,194.0
5928,male,343.0
5929,female,172.0
5930,female,
5931,male,265.0
5932,female,
5933,female,
5934,male,
5935,male,270.0
5936,female,245.0
5937,female,
5938,male,
5939,female,
5940,female,
5941,male,271.0
5942,male,
5943,female,
5944,female,
5945,male,
5946,female,308.0
5947,female,
5948,male,
5949,female,
5950,male,185.0
5951,male,1113.0
5952,female,125.0
5953,female,222.0
5954,male,220.0
5955,female,200.0
5956,male,878.0
5957,female,160.0
5958,male,
5959,male,
5960,male,917.0
5961,female,
5962,female,
5963,male,715.0
5964,female,467.0
5965,female,
5966,male,
5967,male,
5968,female,27.0
5969,female,
5970,male,274.0
5971,female,80.0
5972,male,
5973,female,
5974,male,352.0
5975,female,
5976,male,
5977,male,413.0
5978,female,201.0
5979,female,173.0
5980,male,
5981,male,327.0
5982,female,
5983,female,210.0
5984,female,
5985,male,
5986,male,
5987,female,143.0
5988,male,
5989,female,
5990,male,250.0
5991,male,
5992,male,
5993,female,50.0
5994,male,
5995,female,
5996,female,
5997,male,
5998,female,
5999,male,
6000,female,
6001,male,
6002,female,
6003,female,43.0
6004,male,
6005,female,75.0
6006,male,120.0
6007,male,203.0
6008,female,
6009,male,
6010,female,89.0
6011,female,
6012,male,
6013,female,
6014,male,420.0
6015,male,
6016,female,
6017,female,
6018,male,283.0
6019,female,
6020,male,
6021,male,
6022,female,225.0
6023,female,317.0
6024,male,
6025,female,
6026,female,
6027,male,
6028,female,208.0
6029,male,
6030,male,290.0
6031,female,178.0
6032,female,
6033,female,
6034,male,440.0
6035,female,500.0
6036,female,
6037,female,
6038,female,
6039,male,
6040,female,
6041,male,515.0
6042,male,667.0
6043,female,203.0
6044,male,
6045,female,
6046,male,302.0
6047,female,
6048,male,674.0
6049,male,
6050,female,
6051,male,
6052,male,250.0
6053,male,660.0
6054,female,
6055,male,
6056,male,
6057,male,824.0
6058,female,47.0
6059,female,315.0
6060,female,590.0
6061,male,325.0
6062,female,225.0
6063,female,178.0
6064,female,
6065,female,233.0
6066,male,500.0
6067,female,188.0
6068,female,178.0
6069,male,
6070,female,177.0
6071,male,
6072,male,
6073,female,
6074,female,204.0
6075,female,
6076,female,210.0
6077,male,
6078,female,
6079,male,247.0
6080,female,
6081,male,339.0
6082,female,
6083,male,242.0
6084,male,600.0
6085,female,150.0
6086,female,
6087,female,
6088,female,264.0
6089,male,330.0
6090,female,
6091,female,
6092,male,191.0
6093,female,
6094,male,376.0
6095,male,260.0
6096,female,
6097,male,444.0
6098,female,
6099,female,193.0
6100,female,
6101,female,
6102,male,
6103,female,
6104,male,244.0
6105,female,200.0
6106,male,
6107,female,24.0
6108,female,
6109,female,308.0
6110,male,292.0
6111,male,483.0
6112,female,
6113,male,
6114,male,328.0
6115,male,258.0
6116,female,
6117,male,408.0
6118,female,308.0
6119,female,
6120,male,
6121,male,393.0
6122,female,80.0
6123,female,
6124,male,
6125,male,280.0
6126,female,280.0
6127,female,
6128,male,240.0
6129,female,
6130,male,387.0
6131,male,
6132,male,208.0
6133,male,40.0
6134,female,
6135,male,
6136,male,270.0
6137,male,
6138,female,112.0
6139,female,
6140,male,500.0
6141,male,
6142,female,
6143,male,
6144,female,
6145,female,
6146,male,
6147,female,
6148,female,
6149,male,
6150,male,
6151,female,
6152,male,108.0
6153,female,109.0
6154,female,
6155,male,170.0
6156,female,
6157,male,167.0
6158,female,
6159,female,200.0
6160,male,300.0
6161,female,
6162,female,
6163,male,
6164,male,383.0
6165,female,
6166,male,
6167,male,
6168,male,111.0
6169,female,111.0
6170,male,258.0
6171,female,168.0
6172,male,
6173,female,
6174,male,1000.0
6175,female,
6176,male,299.0
6177,female,202.0
6178,male,60.0
6179,male,
6180,male,475.0
6181,female,157.0
6182,female,50.0
6183,male,
6184,male,150.0
6185,female,123.0
6186,male,269.0
6187,female,180.0
6188,female,52.0
6189,male,
6190,female,
6191,female,
6192,male,
6193,female,
6194,male,244.0
6195,male,296.0
6196,female,30.0
6197,male,
6198,female,200.0
6199,male,326.0
6200,female,
6201,male,258.0
6202,female,
6203,male,
6204,female,588.0
6205,male,
6206,female,308.0
6207,male,521.0
6208,female,
6209,female,
6210,female,
6211,male,239.0
6212,male,310.0
6213,male,
6214,female,281.0
6215,female,213.0
6216,female,188.0
6217,male,358.0
6218,female,171.0
6219,male,
6220,male,
6221,male,
6222,female,708.0
6223,female,
6224,male,
6225,male,350.0
6226,female,
6227,female,
6228,female,
6229,female,
6230,male,
6231,female,
6232,male,
6233,female,188.0
6234,female,
6235,male,
6236,female,
6237,female,
6238,male,
6239,male,
6240,female,
6241,male,492.0
6242,female,218.0
6243,male,
6244,male,
6245,female,
6246,male,568.0
6247,female,
6248,male,
6249,male,
6250,female,
6251,female,233.0
6252,male,
6253,female,
6254,female,
6255,female,
6256,male,
6257,male,529.0
6258,female,
6259,male,
6260,female,
6261,female,209.0
6262,male,394.0
6263,male,
6264,male,238.0
6265,female,
6266,male,
6267,male,
6268,male,
6269,male,400.0
6270,female,180.0
6271,male,
6272,female,
6273,male,52.0
6274,male,200.0
6275,female,200.0
6276,female,
6277,female,
6278,female,542.0
6279,male,628.0
6280,female,
6281,male,467.0
6282,female,167.0
6283,female,
6284,male,
6285,male,
6286,female,
6287,male,1892.0
6288,female,
6289,male,
6290,male,
6291,male,358.0
6292,male,
6293,female,
6294,male,
6295,female,
6296,male,389.0
6297,female,
6298,female,
6299,female,
6300,male,
6301,female,
6302,female,
6303,male,550.0
6304,female,
6305,female,
6306,male,
6307,female,90.0
6308,male,300.0
6309,male,
6310,female,
6311,female,
6312,male,542.0
6313,female,
6314,female,
6315,male,
6316,male,
6317,male,
6318,female,27.0
6319,male,
6320,male,
6321,female,
6322,male,
6323,male,
6324,female,150.0
6325,male,
6326,female,183.0
6327,male,240.0
6328,female,40.0
6329,female,
6330,female,
6331,female,
6332,male,
6333,female,233.0
6334,female,
6335,male,
6336,female,
6337,male,
6338,female,
6339,female,
6340,female,
6341,male,
6342,female,
6343,male,608.0
6344,male,
6345,male,
6346,female,
6347,female,0.0
6348,male,400.0
6349,male,
6350,female,
6351,male,140.0
6352,female,120.0
6353,female,209.0
6354,female,326.0
6355,male,
6356,female,
6357,female,45.0
6358,female,253.0
6359,female,
6360,male,
6361,male,
6362,female,
6363,male,
6364,male,
6365,female,
6366,male,
6367,male,
6368,female,116.0
6369,female,
6370,male,
6371,female,27.0
6372,male,
6373,female,213.0
6374,male,353.0
6375,male,808.0
6376,female,
6377,female,
6378,female,
6379,female,
6380,male,
6381,female,214.0
6382,male,
6383,female,
6384,male,
6385,female,213.0
6386,female,
6387,female,
6388,male,280.0
6389,female,
6390,female,
6391,male,180.0
6392,male,
6393,female,131.0
6394,male,
6395,male,
6396,female,
6397,male,120.0
6398,female,208.0
6399,male,
6400,female,
6401,male,
6402,female,
6403,female,
6404,female,
6405,male,
6406,female,
6407,male,
6408,female,
6409,male,358.0
6410,female,
6411,female,
6412,male,
6413,male,385.0
6414,female,221.0
6415,female,
6416,male,
6417,male,
6418,female,187.0
6419,female,
6420,male,
6421,female,
6422,female,222.0
6423,female,
6424,female,220.0
6425,male,
6426,female,
6427,male,
6428,female,
6429,female,107.0
6430,female,
6431,male,343.0
6432,female,258.0
6433,female,
6434,male,375.0
6435,male,171.0
6436,male,528.0
6437,female,63.0
6438,male,
6439,female,
6440,male,383.0
6441,female,508.0
6442,female,
6443,male,
6444,male,
6445,female,292.0
6446,female,
6447,female,
6448,female,
6449,male,
6450,male,
6451,female,
6452,male,
6453,female,
6454,male,
6455,male,451.0
6456,female,250.0
6457,female,
6458,female,
6459,female,
6460,male,
6461,male,408.0
6462,female,423.0
6463,male,
6464,female,
6465,male,479.0
6466,female,
6467,male,
6468,male,383.0
6469,female,316.0
6470,male,100.0
6471,male,
6472,male,
6473,male,170.0
6474,female,240.0
6475,female,204.0
6476,female,
6477,male,
6478,female,616.0
6479,female,
6480,male,280.0
6481,female,
6482,male,
6483,male,
6484,female,
6485,male,311.0
6486,male,588.0
6487,female,545.0
6488,male,
6489,male,
6490,female,
6491,male,
6492,male,
6493,female,
6494,female,400.0
6495,male,1100.0
6496,female,340.0
6497,male,
6498,female,
6499,male,
6500,male,71.0
6501,female,
6502,male,
6503,male,
6504,female,
6505,male,
6506,female,150.0
6507,female,315.0
6508,male,
6509,female,
6510,female,217.0
6511,male,291.0
6512,female,180.0
6513,female,240.0
6514,male,230.0
6515,male,413.0
6516,female,
6517,male,312.0
6518,female,222.0
6519,female,194.0
6520,female,210.0
6521,male,
6522,female,
6523,male,142.0
6524,female,123.0
6525,male,296.0
6526,female,416.0
6527,male,
6528,male,
6529,female,
6530,female,
6531,male,
6532,male,
6533,female,
6534,male,
6535,male,
6536,female,
6537,male,270.0
6538,male,266.0
6539,female,
6540,female,
6541,male,
6542,female,
6543,female,
6544,male,263.0
6545,male,251.0
6546,male,
6547,female,
6548,male,
6549,male,
6550,female,
6551,male,
6552,female,
6553,male,369.0
6554,female,220.0
6555,male,
6556,male,
6557,male,
6558,female,
6559,female,
6560,female,
6561,female,153.0
6562,female,
6563,male,328.0
6564,male,
6565,male,448.0
6566,female,
6567,male,
6568,male,
6569,female,
6570,male,
6571,female,
6572,female,147.0
6573,female,135.0
6574,female,191.0
6575,male,161.0
6576,female,
6577,male,
6578,male,
6579,female,
6580,male,
6581,female,
6582,male,
6583,female,123.0
6584,female,
6585,male,
6586,female,20.0
6587,female,
6588,male,148.0
6589,female,212.0
6590,female,
6591,male,
6592,female,
6593,male,
6594,female,
6595,male,
6596,female,200.0
6597,male,
6598,male,
6599,female,54.0
6600,female,230.0
6601,male,70.0
6602,male,
6603,female,
6604,female,
6605,male,475.0
6606,female,240.0
6607,male,
6608,male,
6609,male,302.0
6610,female,
6611,female,
6612,male,
6613,male,
6614,female,
6615,male,
6616,female,582.0
6617,female,
6618,male,
6619,male,
6620,female,
6621,male,
6622,female,200.0
6623,female,
6624,male,
6625,male,250.0
6626,female,
6627,female,
6628,male,
6629,male,
6630,male,
6631,female,33.0
6632,female,0.0
6633,female,
6634,female,
6635,female,190.0
6636,male,
6637,female,
6638,female,159.0
6639,male,270.0
6640,female,229.0
6641,male,339.0
6642,female,294.0
6643,female,
6644,male,
6645,male,
6646,female,
6647,female,
6648,male,670.0
6649,male,
6650,female,
6651,female,119.0
6652,male,119.0
6653,male,
6654,female,
6655,female,160.0
6656,male,
6657,female,217.0
6658,male,427.0
6659,male,
6660,female,117.0
6661,male,
6662,female,
6663,male,240.0
6664,female,
6665,male,
6666,male,
6667,female,
6668,male,
6669,female,180.0
6670,male,413.0
6671,female,
6672,male,
6673,male,
6674,female,
6675,male,
6676,female,
6677,male,
6678,female,
6679,female,
6680,male,
6681,male,
6682,female,150.0
6683,male,
6684,female,
6685,male,145.0
6686,female,
6687,female,292.0
6688,female,
6689,male,80.0
6690,female,
6691,female,
6692,female,
6693,female,27.0
6694,male,374.0
6695,female,
6696,female,
6697,male,
6698,female,
6699,male,
6700,male,478.0
6701,female,175.0
6702,male,
6703,male,
6704,male,
6705,male,
6706,male,225.0
6707,female,
6708,female,
6709,male,509.0
6710,female,231.0
6711,female,
6712,male,
6713,male,451.0
6714,female,67.0
6715,male,
6716,male,
6717,male,
6718,male,862.0
6719,female,
6720,female,
6721,male,
6722,male,
6723,female,
6724,female,80.0
6725,female,
6726,male,
6727,female,
6728,male,
6729,female,
6730,male,568.0
6731,female,
6732,male,287.0
6733,female,
6734,male,339.0
6735,female,
6736,female,
6737,male,
6738,female,
6739,male,
6740,male,
6741,female,175.0
6742,male,
6743,female,
6744,female,
6745,female,
6746,male,
6747,female,
6748,female,317.0
6749,female,180.0
6750,male,228.0
6751,female,131.0
6752,male,345.0
6753,female,
6754,female,
6755,male,
6756,male,
6757,male,
6758,female,
6759,male,
6760,female,
6761,male,
6762,female,
6763,female,
6764,male,
6765,female,
6766,female,
6767,male,
6768,male,125.0
6769,female,
6770,male,350.0
6771,male,
6772,female,
6773,male,
6774,female,
6775,male,
6776,female,
6777,male,200.0
6778,male,
6779,female,
6780,male,
6781,female,
6782,male,178.0
6783,male,
6784,male,
6785,female,
6786,female,250.0
6787,male,415.0
6788,male,
6789,female,248.0
6790,male,406.0
6791,male,
6792,female,
6793,male,
6794,female,
6795,female,
6796,male,300.0
6797,female,
6798,male,
6799,male,
6800,female,
6801,male,
6802,female,
6803,male,585.0
6804,female,
6805,female,
6806,female,
6807,male,501.0
6808,female,193.0
6809,female,
6810,female,
6811,female,
6812,male,
6813,female,
6814,male,233.0
6815,female,
6816,female,
6817,female,
6818,male,
6819,male,258.0
6820,female,
6821,male,
6822,male,
6823,female,
6824,female,
6825,male,
6826,female,
6827,female,
6828,female,
6829,female,
6830,female,
6831,female,
6832,male,310.0
6833,female,27.0
6834,female,
6835,male,330.0
6836,female,1008.0
6837,female,
6838,male,
6839,female,
6840,male,346.0
6841,female,158.0
6842,male,
6843,female,200.0
6844,male,25.0
6845,female,
6846,male,27.0
6847,female,
6848,male,
6849,female,
6850,male,
6851,female,
6852,female,
6853,male,308.0
6854,female,
6855,female,
6856,male,
6857,female,99.0
6858,female,
6859,male,180.0
6860,female,308.0
6861,female,
6862,male,
6863,male,
6864,female,
6865,male,
6866,male,
6867,male,
6868,male,
6869,female,105.0
6870,male,
6871,male,
6872,female,
6873,female,
6874,female,200.0
6875,male,
6876,male,
6877,female,
6878,male,
6879,male,
6880,female,
6881,male,
6882,female,
6883,male,
6884,female,200.0
6885,female,
6886,male,
6887,female,78.0
6888,female,
6889,female,
6890,female,
6891,male,
6892,female,
6893,female,
6894,female,
6895,male,
6896,female,
6897,female,
6898,female,
6899,male,
6900,female,27.0
6901,male,
6902,female,
6903,female,93.0
6904,female,182.0
6905,female,212.0
6906,male,
6907,female,
6908,female,
6909,male,350.0
6910,female,
6911,female,
6912,female,
6913,male,
6914,male,75.0
6915,male,313.0
6916,female,
6917,female,
6918,male,550.0
6919,female,
6920,female,
6921,male,
6922,male,160.0
6923,female,208.0
6924,female,
6925,male,180.0
6926,male,587.0
6927,female,46.0
6928,male,448.0
6929,female,130.0
6930,female,233.0
6931,male,45.0
6932,male,
6933,female,170.0
6934,male,
6935,male,
6936,female,
6937,male,60.0
6938,male,
6939,male,
6940,male,
6941,male,
6942,female,
6943,female,300.0
6944,male,200.0
6945,male,525.0
6946,female,
6947,male,
6948,male,
6949,female,
6950,female,
6951,female,
6952,male,
6953,female,
6954,female,150.0
6955,male,
6956,male,
6957,female,
6958,male,
6959,male,690.0
6960,female,210.0
6961,female,172.0
6962,male,200.0
6963,male,433.0
6964,female,
6965,male,120.0
6966,male,308.0
6967,male,
6968,male,
6969,male,330.0
6970,female,180.0
6971,male,
6972,male,
6973,male,350.0
6974,female,
6975,male,383.0
6976,female,
6977,female,
6978,male,208.0
6979,female,17.0
6980,female,
6981,male,
6982,male,
6983,female,
6984,male,
6985,female,
6986,female,
6987,male,
6988,female,
6989,female,
6990,male,144.0
6991,female,633.0
6992,female,
6993,male,
6994,male,
6995,female,
6996,female,
6997,female,
6998,male,
6999,female,
7000,male,
7001,female,
7002,male,
7003,female,
7004,female,
7005,male,
7006,female,
7007,male,150.0
7008,female,
7009,male,175.0
7010,female,
7011,male,
7012,female,
7013,female,154.0
7014,male,
7015,male,375.0
7016,female,
7017,female,
7018,male,
7019,female,
7020,female,130.0
7021,male,
7022,female,27.0
7023,female,
7024,male,
7025,female,
7026,male,
7027,male,
7028,male,250.0
7029,female,
7030,female,300.0
7031,female,188.0
7032,male,
7033,female,
7034,male,
7035,female,
7036,male,
7037,female,
7038,male,
7039,female,
7040,male,
7041,female,
7042,female,
7043,male,
7044,female,
7045,male,
7046,female,
7047,female,
7048,male,
7049,female,27.0
7050,female,118.0
7051,male,
7052,female,
7053,female,270.0
7054,female,240.0
7055,male,1003.0
7056,female,422.0
7057,male,
7058,female,
